type,client,tx,amount
deposit,188,43402,6024.1044
withdrawal,158,43403,8680.8156
resolve,394,10757,
withdrawal,154,43405,7161.6458
deposit,471,43406,6464.7546
chargeback,171,29054,
resolve,181,18449,
deposit,211,43409,2289.8169
withdrawal,118,43410,4042.4999
deposit,306,43411,6218.5467
dispute,251,40460,
withdrawal,366,43413,7649.3746
chargeback,183,37409,
withdrawal,75,43416,6816.8807
deposit,342,43417,6855.395
withdrawal,472,43418,280.08
withdrawal,407,43419,3996.6927
deposit,156,43420,220.3613
withdrawal,278,43421,5269.0266
withdrawal,481,43423,8282.3102
deposit,421,43424,4940.9997
withdrawal,183,43425,9147.0509
withdrawal,256,43426,7369.7651
withdrawal,153,43427,6919.0095
deposit,331,43428,8260.4189
chargeback,33,37817,
dispute,298,28502,
deposit,254,43433,7782.9724
deposit,412,43434,6138.0217
deposit,327,43435,9813.2402
deposit,53,43438,7599.426
resolve,446,24629,
deposit,237,43440,544.1918
chargeback,289,8132,
deposit,73,43442,8004.2554
deposit,40,43443,9667.8
withdrawal,89,43444,8090.7256
chargeback,372,35482,
deposit,468,43446,8085.5869
withdrawal,211,43447,3766.7265
dispute,474,34654,
deposit,495,43449,3537.5097
withdrawal,445,43450,4660.2627
chargeback,396,12069,
deposit,223,43452,7100.3026
withdrawal,19,43453,6712.999
dispute,300,27987,
deposit,240,43455,3466.1223
deposit,1,43456,4323.3365
deposit,443,43458,3866.4201
withdrawal,254,43459,1639.8151
withdrawal,324,43460,5249.9644
withdrawal,217,43461,4034.9918
dispute,202,36044,
chargeback,422,19367,
withdrawal,227,43465,5038.0901
deposit,330,43466,9256.7472
deposit,118,43467,3112.4587
dispute,420,38956,
deposit,98,43469,9662.9778
deposit,21,43471,9659.3138
withdrawal,214,43472,8084.6854
deposit,144,43473,5707.4051
deposit,204,43474,6962.3526
deposit,157,43476,3434.9406
deposit,24,43477,1888.7774
withdrawal,393,43478,6928.2008
deposit,306,43479,3058.5361
dispute,162,42440,
withdrawal,18,43481,8452.9198
deposit,235,43483,9732.0897
withdrawal,84,43484,4844.2958
withdrawal,169,43485,9338.2621
deposit,465,43486,9746.8423
withdrawal,120,43487,1767.199
withdrawal,275,43488,6266.0495
deposit,328,43490,3949.9308
deposit,278,43491,5368.1854
resolve,307,18436,
resolve,411,3953,
dispute,278,28282,
withdrawal,332,43495,5418.7778
deposit,401,43496,2759.0456
withdrawal,149,43497,397.2712
deposit,233,43498,9467.1173
withdrawal,390,43499,7731.9819
withdrawal,312,43500,5500.3153
withdrawal,294,43501,3974.226
deposit,180,43503,7140.4719
withdrawal,11,43504,6763.7657
deposit,219,43505,8874.1402
chargeback,149,21911,
withdrawal,198,43509,8715.9665
withdrawal,235,43510,5696.6206
withdrawal,453,43511,5760.2064
dispute,285,8743,
withdrawal,480,43513,2429.1831
deposit,491,43514,2068.0571
deposit,262,43515,8756.0913
withdrawal,189,43516,8718.1336
deposit,30,43517,9065.7191
withdrawal,139,43518,2512.9834
dispute,383,4495,
deposit,489,43520,5339.2772
deposit,88,43521,3158.1983
withdrawal,263,43522,1731.2191
deposit,334,43523,6199.1684
withdrawal,106,43524,4264.2464
dispute,66,9205,
dispute,381,10216,
deposit,374,43528,7400.6351
dispute,244,22571,
dispute,489,25465,
withdrawal,244,43531,3800.4376
withdrawal,283,43532,1724.9227
withdrawal,22,43533,732.0409
chargeback,240,33813,
withdrawal,326,43535,1588.4096
deposit,92,43536,7013.6204
withdrawal,387,43537,2235.9676
chargeback,214,25717,
deposit,108,43540,431.4208
withdrawal,292,43541,5137.0515
deposit,190,43542,4074.9747
deposit,351,43543,9572.5141
withdrawal,480,43544,6063.3322
deposit,34,43545,6276.8468
withdrawal,177,43546,5337.9873
withdrawal,287,43547,9370.6043
dispute,77,21302,
withdrawal,80,43549,8102.1009
withdrawal,330,43550,5087.5972
dispute,397,37867,
withdrawal,73,43552,5448.0771
withdrawal,240,43553,766.2211
deposit,104,43554,8240.1525
deposit,166,43555,3659.4859
withdrawal,315,43556,1507.3708
withdrawal,343,43557,3246.9926
withdrawal,443,43558,4871.5874
withdrawal,207,43559,194.1876
withdrawal,315,43560,3463.3216
withdrawal,78,43561,458.7657
deposit,196,43562,9765.7924
resolve,389,3942,
deposit,259,43564,4599.7996
withdrawal,68,43565,820.0029
withdrawal,41,43566,9352.1759
deposit,150,43567,646.2165
withdrawal,23,43569,7593.9916
deposit,186,43570,1577.3376
withdrawal,244,43571,6059.0482
dispute,131,16096,
dispute,442,4349,
deposit,293,43575,1739.54
chargeback,362,28520,
deposit,483,43578,7437.3484
withdrawal,414,43579,1916.4819
withdrawal,270,43580,2630.1837
deposit,235,43582,567.8061
deposit,183,43583,6961.6647
deposit,371,43584,9374.0477
deposit,196,43585,6371.3093
dispute,211,43409,
withdrawal,49,43587,2100.584
deposit,306,43589,3971.2395
deposit,318,43590,995.1516
withdrawal,291,43591,1752.4814
withdrawal,449,43592,2610.8857
dispute,319,21773,
deposit,54,43595,3241.4581
withdrawal,51,43596,6787.9909
dispute,136,22361,
deposit,253,43598,7231.8557
chargeback,239,29546,
deposit,317,43600,8011.0767
deposit,120,43601,4043.2831
dispute,408,31039,
deposit,103,43603,7798.3838
deposit,414,43604,5903.9481
deposit,85,43605,8898.767
deposit,338,43606,4090.6182
deposit,435,43607,2037.0208
withdrawal,53,43608,537.6965
withdrawal,260,43609,2894.153
deposit,247,43610,9572.5971
deposit,149,43611,6317.128
withdrawal,307,43612,7841.8678
withdrawal,456,43613,9352.0753
withdrawal,322,43615,7865.0132
withdrawal,13,43616,1278.8371
deposit,14,43617,2020.1531
chargeback,140,7026,
dispute,139,42124,
withdrawal,64,43620,7939.0747
deposit,470,43621,5497.0552
withdrawal,464,43622,2596.5494
deposit,389,43623,7226.7028
dispute,56,31696,
resolve,321,16503,
deposit,28,43626,9082.0837
deposit,379,43627,9763.5228
deposit,406,43628,166.4112
withdrawal,220,43629,1613.3636
dispute,53,37966,
deposit,140,43631,642.3581
chargeback,177,8526,
dispute,366,22773,
deposit,331,43634,4729.8883
withdrawal,370,43635,8999.1529
withdrawal,461,43636,8063.9017
withdrawal,83,43637,4940.1084
deposit,28,43638,3898.7664
deposit,90,43639,7822.1775
deposit,216,43640,6442.9137
resolve,34,2960,
withdrawal,295,43642,2277.7966
deposit,88,43643,762.9415
withdrawal,30,43644,6375.3428
chargeback,313,33897,
dispute,425,30412,
deposit,238,43647,3958.1845
resolve,256,3325,
withdrawal,41,43649,7233.9458
chargeback,459,22325,
withdrawal,437,43652,8380.5163
deposit,286,43653,992.6904
withdrawal,408,43654,4146.6071
withdrawal,165,43655,1690.0478
chargeback,471,24669,
withdrawal,370,43658,9235.9569
deposit,31,43660,4698.9307
chargeback,242,27718,
dispute,185,30291,
deposit,175,43663,3893.7379
deposit,172,43664,2053.0004
resolve,118,27902,
withdrawal,207,43666,8882.6611
withdrawal,478,43667,8696.8355
withdrawal,486,43668,9328.044
deposit,237,43669,193.9273
deposit,42,43670,3066.1968
deposit,268,43671,9345.1479
withdrawal,328,43672,2560.0424
deposit,327,43673,1219.125
deposit,265,43674,839.6207
dispute,297,15731,
deposit,227,43676,609.0136
withdrawal,273,43677,3834.6829
withdrawal,221,43678,2337.2788
withdrawal,277,43679,5816.9218
chargeback,10,6847,
withdrawal,427,43682,1053.0027
dispute,478,20848,
resolve,49,10570,
deposit,458,43686,6509.232
deposit,308,43687,1209.1466
dispute,445,28924,
withdrawal,17,43689,6950.5229
deposit,137,43690,3853.5663
deposit,363,43691,5204.4717
withdrawal,236,43692,9431.1053
deposit,183,43693,7871.6594
withdrawal,171,43694,3406.2343
withdrawal,340,43695,1997.0192
resolve,211,43409,
withdrawal,355,43697,144.4521
chargeback,458,28472,
deposit,46,43699,5902.4195
withdrawal,230,43700,5709.3484
dispute,56,596,
withdrawal,30,43702,9198.2353
withdrawal,433,43703,449.697
dispute,267,27166,
withdrawal,201,43705,6677.8841
withdrawal,389,43706,1881.4777
chargeback,93,3640,
withdrawal,257,43709,529.68
deposit,413,43710,7589.828
deposit,24,43711,649.1059
dispute,304,19347,
dispute,239,36338,
dispute,366,37217,
deposit,426,43716,6553.2937
withdrawal,293,43717,9606.9179
deposit,381,43718,6050.275
deposit,340,43719,7599.7554
withdrawal,169,43720,2471.6512
dispute,155,41608,
withdrawal,376,43722,7325.1474
chargeback,338,18551,
deposit,423,43724,1233.0416
deposit,465,43725,2825.9269
dispute,403,976,
deposit,75,43727,7651.8938
dispute,298,3573,
deposit,401,43730,2685.0967
deposit,496,43731,9634.0994
resolve,155,41608,
withdrawal,498,43733,3093.5658
withdrawal,85,43734,4280.8641
deposit,115,43735,9124.2962
chargeback,205,35313,
withdrawal,273,43737,8091.9715
chargeback,181,9504,
dispute,284,31896,
withdrawal,65,43740,7463.6113
chargeback,136,22361,
dispute,492,2679,
withdrawal,322,43744,3538.0522
dispute,309,21538,
deposit,439,43746,6377.8452
resolve,209,32881,
deposit,80,43748,8475.4513
dispute,440,13383,
withdrawal,19,43750,2846.892
deposit,390,43751,9476.4824
withdrawal,177,43752,8735.9899
withdrawal,430,43753,9964.2747
deposit,182,43756,9157.3791
chargeback,65,42830,
deposit,426,43758,5648.4534
withdrawal,218,43759,3429.5544
withdrawal,36,43760,6314.0206
withdrawal,106,43761,2304.0131
deposit,136,43762,8495.3384
withdrawal,459,43763,9594.8289
deposit,195,43764,443.1913
deposit,20,43765,7500.2829
chargeback,451,14669,
dispute,10,16610,
withdrawal,94,43768,8830.8803
deposit,3,43769,1691.2585
withdrawal,26,43770,3762.2353
deposit,102,43771,7512.9002
dispute,490,31091,
deposit,451,43775,4439.5487
deposit,366,43776,9973.0255
dispute,338,6277,
dispute,166,37926,
resolve,467,6682,
withdrawal,251,43780,8694.9974
deposit,8,43781,5542.6076
deposit,375,43783,4667.7177
withdrawal,250,43784,923.7869
deposit,242,43785,1088.6135
withdrawal,12,43786,9912.8624
withdrawal,231,43787,8768.3371
withdrawal,294,43788,7404.3453
resolve,186,26765,
withdrawal,364,43790,1731.3191
withdrawal,435,43791,4706.2427
dispute,167,42414,
deposit,60,43793,4814.5882
deposit,373,43794,364.487
resolve,187,19340,
withdrawal,313,43798,9927.0796
deposit,434,43799,8578.5821
dispute,59,26546,
withdrawal,215,43801,3791.2475
withdrawal,359,43802,3660.0145
withdrawal,84,43803,8383.5692
deposit,297,43804,600.1186
withdrawal,226,43805,3051.0635
withdrawal,138,43806,8651.3934
deposit,381,43807,3399.9626
deposit,274,43808,8203.8008
withdrawal,378,43809,5694.8027
withdrawal,133,43810,7183.3765
dispute,462,42476,
deposit,45,43812,9652.4198
resolve,30,26382,
deposit,280,43814,9259.4224
dispute,394,29037,
withdrawal,248,43817,9005.8693
withdrawal,460,43818,8243.4529
resolve,382,18969,
resolve,88,28759,
withdrawal,101,43821,7013.2133
withdrawal,494,43822,552.4293
chargeback,470,11922,
deposit,25,43824,7815.8304
deposit,85,43825,2809.516
withdrawal,165,43826,216.912
withdrawal,193,43827,3382.4046
withdrawal,76,43828,5646.7642
deposit,375,43829,9475.5784
resolve,336,28306,
deposit,392,43831,3973.0367
deposit,393,43832,3969.1695
withdrawal,361,43833,603.3496
resolve,168,28855,
dispute,457,18592,
deposit,112,43836,5512.7706
withdrawal,462,43837,6449.213
deposit,142,43838,9087.828
deposit,330,43839,6355.2117
deposit,422,43840,6129.8009
deposit,376,43841,1029.9925
dispute,301,10534,
deposit,324,43844,6276.5546
deposit,481,43845,5249.5053
chargeback,495,18744,
deposit,176,43848,27.0942
resolve,147,11052,
deposit,122,43850,4455.7803
chargeback,27,27866,
withdrawal,156,43852,7424.0094
deposit,247,43853,3931.6643
dispute,251,17570,
deposit,304,43857,9888.2608
withdrawal,68,43858,5310.7527
withdrawal,150,43859,6171.1143
withdrawal,232,43860,4779.0257
deposit,52,43861,80.7639
deposit,302,43862,1790.669
resolve,453,20255,
dispute,447,13742,
deposit,253,43865,9470.8142
deposit,265,43866,40.5791
withdrawal,425,43867,5038.3998
deposit,230,43868,7779.3776
dispute,393,28388,
withdrawal,183,43870,1620.9454
deposit,34,43871,9435.8786
withdrawal,237,43872,1502.6921
withdrawal,207,43873,5795.2419
withdrawal,276,43874,9210.4406
resolve,487,27978,
withdrawal,40,43876,160.9658
resolve,63,24708,
withdrawal,251,43878,230.1969
withdrawal,433,43879,4069.9631
deposit,38,43881,2661.9251
deposit,488,43882,2515.1194
deposit,26,43883,8315.7127
withdrawal,312,43884,7621.2287
dispute,370,14462,
dispute,51,34700,
deposit,2,43888,7994.2731
withdrawal,185,43889,9527.5553
dispute,398,42593,
deposit,233,43891,7325.1384
withdrawal,455,43892,1304.2671
dispute,69,35660,
deposit,2,43894,753.567
dispute,422,20322,
withdrawal,360,43896,4710.4819
withdrawal,330,43897,9770.9237
withdrawal,355,43898,4705.1802
deposit,269,43899,8238.9891
deposit,169,43900,9185.8452
withdrawal,220,43901,6370.9667
withdrawal,287,43902,8850.5762
withdrawal,167,43903,7149.5555
dispute,194,20561,
deposit,29,43905,455.2452
deposit,12,43906,4217.0144
deposit,380,43907,6613.0123
deposit,390,43909,1836.7759
chargeback,289,31262,
dispute,268,35977,
chargeback,492,2679,
deposit,384,43913,7334.2955
withdrawal,91,43914,6882.8749
withdrawal,439,43915,2370.681
deposit,335,43916,5941.252
dispute,39,27417,
chargeback,168,42326,
deposit,258,43919,8554.6997
withdrawal,349,43920,4872.0216
deposit,441,43921,5455.2656
deposit,59,43922,4062.5356
chargeback,442,4349,
withdrawal,309,43924,1036.7205
resolve,310,36243,
dispute,240,3409,
withdrawal,465,43927,1984.7312
withdrawal,62,43928,7107.2929
dispute,133,14756,
deposit,245,43930,3418.4331
withdrawal,13,43931,3711.1296
deposit,293,43932,424.9845
withdrawal,337,43933,6140.8668
withdrawal,344,43934,5735.3269
withdrawal,74,43935,7734.6314
withdrawal,228,43936,3833.1045
dispute,484,35020,
withdrawal,47,43939,317.0549
withdrawal,467,43940,2030.1521
deposit,366,43941,5024.7769
withdrawal,12,43942,3205.569
dispute,389,17468,
deposit,408,43944,7610.4777
deposit,84,43945,6601.9277
dispute,330,23859,
deposit,472,43948,5026.621
dispute,182,22633,
deposit,407,43950,9085.2035
withdrawal,110,43951,6853.1302
deposit,397,43952,6095.9299
withdrawal,271,43953,2466.5673
withdrawal,213,43954,6736.4016
withdrawal,422,43955,4334.6227
withdrawal,24,43956,6009.3966
deposit,492,43957,8365.4981
deposit,491,43958,4264.0121
deposit,456,43959,3227.9176
dispute,459,3077,
deposit,133,43961,5460.8083
deposit,401,43962,1382.4026
deposit,290,43963,6597.6987
withdrawal,339,43965,9470.4969
withdrawal,133,43966,3878.6872
withdrawal,491,43967,6037.3737
deposit,271,43968,7573.6969
deposit,482,43969,7547.4758
deposit,385,43971,5077.5747
withdrawal,351,43972,8481.4726
deposit,395,43973,7914.4376
withdrawal,253,43974,8409.2011
withdrawal,445,43975,2827.2481
deposit,420,43977,337.3408
resolve,482,35374,
withdrawal,481,43979,5852.5253
withdrawal,12,43980,7397.0491
deposit,476,43981,1457.2088
deposit,483,43982,4612.4416
deposit,228,43983,8432.9689
deposit,110,43984,7764.788
dispute,475,30486,
dispute,79,8583,
deposit,409,43988,6414.2449
deposit,134,43989,5434.8344
deposit,139,43990,1179.1386
withdrawal,219,43991,3643.8026
withdrawal,291,43992,5823.1895
deposit,397,43993,9094.2529
deposit,346,43994,6992.252
withdrawal,213,43995,70.8135
resolve,215,28496,
withdrawal,461,43998,5340.925
deposit,375,43999,7166.9352
chargeback,356,15283,
withdrawal,294,44001,1670.3744
resolve,287,9493,
chargeback,319,21773,
withdrawal,33,44005,9791.3589
withdrawal,347,44006,8997.4575
resolve,157,40474,
deposit,128,44008,5574.8491
dispute,400,1747,
deposit,309,44010,5936.1456
deposit,112,44011,48.9593
deposit,291,44012,5989.0866
deposit,316,44013,9323.5259
deposit,308,44014,3634.0165
dispute,425,19952,
withdrawal,294,44016,9989.4956
chargeback,278,28282,
dispute,396,15839,
deposit,352,44019,2311.0331
deposit,396,44020,236.6718
withdrawal,344,44021,929.1871
withdrawal,212,44022,5284.6003
dispute,490,41573,
withdrawal,194,44025,7241.6952
withdrawal,337,44026,7915.4611
deposit,396,44027,4538.0871
chargeback,297,15731,
withdrawal,20,44029,9512.6943
deposit,72,44030,7868.8677
deposit,76,44031,1090.0858
withdrawal,290,44032,8786.2346
deposit,380,44033,3481.3455
chargeback,224,15301,
dispute,386,4883,
withdrawal,51,44036,4378.183
deposit,405,44037,6021.4201
deposit,349,44038,8532.6234
withdrawal,162,44039,1641.9492
deposit,349,44040,7708.0948
deposit,345,44041,9200.5046
dispute,294,42466,
deposit,25,44044,1877.6496
deposit,270,44045,1118.4696
withdrawal,279,44046,4084.199
deposit,84,44047,5739.3077
deposit,187,44048,2028.4007
deposit,166,44049,4186.2204
withdrawal,398,44050,2819.5839
resolve,97,8366,
deposit,432,44052,3402.8883
deposit,144,44053,5182.78
withdrawal,275,44054,7886.749
withdrawal,156,44055,2720.5729
deposit,95,44056,418.1583
deposit,294,44057,5480.6632
withdrawal,57,44058,9158.6982
withdrawal,271,44059,4793.6018
deposit,164,44060,7580.5799
withdrawal,281,44061,9298.0972
dispute,394,30666,
resolve,131,16096,
deposit,297,44064,7898.0206
withdrawal,380,44065,9874.4716
deposit,197,44066,7893.2119
deposit,73,44067,2006.6225
dispute,1,28900,
dispute,105,39352,
deposit,421,44070,7305.2997
withdrawal,227,44071,7274.7809
withdrawal,202,44072,701.8075
deposit,163,44073,6910.5056
withdrawal,53,44074,8573.8899
withdrawal,395,44075,1467.7909
withdrawal,56,44076,7293.8549
deposit,389,44077,4119.7182
withdrawal,368,44078,8430.472
deposit,75,44079,5642.4486
dispute,427,39505,
deposit,438,44081,4593.4772
deposit,199,44082,2952.7824
deposit,412,44083,1062.9327
deposit,29,44084,4313.8548
deposit,374,44085,7690.3867
resolve,210,31794,
deposit,457,44087,8185.2956
dispute,460,25546,
dispute,446,15496,
withdrawal,403,44090,3467.1822
withdrawal,207,44091,8848.3197
withdrawal,338,44093,1269.7654
withdrawal,349,44095,3612.5152
dispute,437,17700,
deposit,316,44097,2634.0966
deposit,402,44098,3329.728
deposit,347,44099,9661.6877
withdrawal,429,44100,9352.839
deposit,155,44101,2913.9791
chargeback,190,34231,
withdrawal,489,44103,7459.7494
deposit,497,44104,9112.8137
withdrawal,16,44105,2553.3438
deposit,6,44106,9649.242
deposit,381,44107,7574.1777
withdrawal,37,44108,6282.0568
dispute,193,12539,
deposit,226,44110,9357.1144
deposit,302,44111,5562.5809
withdrawal,336,44112,4684.4317
deposit,279,44114,3070.6964
deposit,335,44115,95.1687
dispute,237,38267,
deposit,148,44117,2981.2591
chargeback,355,32638,
deposit,44,44119,9054.223
deposit,181,44120,8726.8207
dispute,347,36052,
dispute,271,35571,
withdrawal,168,44124,5969.005
deposit,249,44125,8789.4576
withdrawal,429,44126,6473.1174
deposit,372,44129,7669.6896
deposit,172,44130,1026.2358
deposit,351,44131,5727.615
dispute,298,40863,
withdrawal,431,44134,5917.6436
withdrawal,305,44135,2375.7068
deposit,36,44136,2504.4058
withdrawal,300,44137,6736.7403
chargeback,141,33399,
withdrawal,499,44139,937.8868
chargeback,193,12539,
withdrawal,222,44141,5573.5729
chargeback,484,35020,
withdrawal,318,44143,5024.415
deposit,389,44144,8707.6838
withdrawal,388,44145,3873.2588
dispute,223,25596,
withdrawal,27,44147,5211.6985
deposit,175,44148,8114.6082
withdrawal,24,44149,9813.5473
withdrawal,476,44150,4163.3913
dispute,451,43775,
withdrawal,294,44152,5707.5551
deposit,433,44153,6024.8613
withdrawal,140,44154,9528.0063
deposit,483,44155,9092.3808
deposit,116,44156,2721.2181
deposit,368,44158,3313.7138
deposit,165,44159,5383.8781
dispute,340,15106,
resolve,69,35660,
resolve,269,7356,
withdrawal,369,44163,4830.941
withdrawal,112,44165,5162.2286
withdrawal,179,44166,6944.6468
resolve,25,28391,
withdrawal,94,44168,2821.5295
withdrawal,8,44169,5863.2449
deposit,173,44170,9895.9295
withdrawal,82,44171,9546.8907
deposit,26,44172,5958.0211
withdrawal,488,44173,4630.4976
deposit,263,44174,2058.1413
deposit,377,44175,1041.9261
deposit,327,44176,421.5303
deposit,94,44178,2565.4552
withdrawal,218,44179,2253.8112
deposit,98,44180,6796.9926
deposit,445,44182,782.2429
deposit,252,44184,4413.5708
dispute,105,38980,
withdrawal,122,44186,9495.7109
deposit,423,44189,2224.4606
deposit,309,44190,1153.4737
dispute,312,26621,
deposit,99,44192,5413.491
withdrawal,25,44193,7130.5638
deposit,181,44194,5978.9719
deposit,130,44195,7613.9337
withdrawal,108,44196,4130.8335
deposit,270,44197,3014.9487
deposit,440,44199,6125.3735
deposit,303,44200,9561.0534
withdrawal,5,44201,7024.4777
withdrawal,339,44202,2044.5029
withdrawal,148,44203,7473.3575
dispute,149,18416,
withdrawal,475,44205,6058.9337
deposit,313,44206,8610.0007
chargeback,379,4419,
withdrawal,37,44208,5992.0481
deposit,50,44209,1662.7669
deposit,381,44210,878.2841
dispute,35,6427,
resolve,268,35977,
dispute,342,30000,
deposit,206,44214,8789.4667
deposit,55,44215,6243.5509
deposit,179,44217,5317.8268
deposit,296,44218,653.7035
deposit,477,44219,4739.2215
chargeback,305,19573,
deposit,24,44221,8296.0159
dispute,243,20914,
dispute,404,15380,
withdrawal,210,44224,5958.7874
chargeback,7,10640,
withdrawal,117,44226,1263.117
deposit,477,44227,2334.9176
resolve,411,25302,
resolve,289,32566,
withdrawal,186,44230,8521.3355
withdrawal,286,44231,1488.6577
deposit,384,44232,5307.956
dispute,251,41348,
withdrawal,470,44234,9814.285
withdrawal,116,44235,351.076
chargeback,180,42385,
deposit,139,44238,2456.704
withdrawal,343,44239,2106.253
withdrawal,71,44240,334.5522
deposit,418,44241,133.9946
dispute,490,31395,
withdrawal,324,44243,8931.8182
dispute,192,25067,
withdrawal,448,44247,6544.3638
chargeback,271,35571,
dispute,342,16768,
deposit,306,44251,4545.075
chargeback,432,39704,
withdrawal,263,44253,2803.5856
withdrawal,59,44254,5843.2142
dispute,114,21746,
dispute,11,21310,
withdrawal,36,44260,5764.9845
withdrawal,461,44261,860.1774
withdrawal,349,44262,258.6103
deposit,403,44263,2226.7375
withdrawal,426,44264,9582.7775
withdrawal,142,44265,2054.5303
deposit,335,44267,6653.386
resolve,123,30315,
withdrawal,234,44269,439.5798
withdrawal,254,44270,5047.8643
withdrawal,312,44271,247.4394
withdrawal,168,44272,8147.6296
deposit,83,44273,5535.2779
dispute,369,41792,
deposit,484,44275,9241.4709
deposit,367,44276,7965.2034
withdrawal,389,44277,2524.5216
withdrawal,108,44279,7817.6098
deposit,402,44280,6205.5122
withdrawal,200,44281,4390.2339
deposit,484,44282,5024.8936
withdrawal,122,44283,8674.7471
deposit,94,44284,2003.6325
deposit,283,44285,8551.825
withdrawal,86,44286,3073.5103
withdrawal,33,44287,9643.8915
deposit,361,44288,6367.7433
deposit,158,44289,8667.8829
dispute,176,38847,
withdrawal,421,44291,6334.7146
deposit,331,44292,4375.7952
dispute,310,22812,
resolve,235,36076,
deposit,73,44295,1353.4206
withdrawal,139,44297,3758.2598
withdrawal,269,44298,1396.641
chargeback,446,15496,
dispute,77,16853,
resolve,256,37341,
withdrawal,238,44304,8739.5463
withdrawal,48,44305,9856.438
dispute,428,16166,
deposit,364,44307,1171.3852
resolve,190,13828,
withdrawal,420,44309,2684.3549
deposit,392,44310,75.5317
deposit,368,44312,3565.5857
deposit,105,44313,8666.6901
withdrawal,45,44314,9559.7303
deposit,231,44315,7533.4491
withdrawal,52,44316,2751.5378
deposit,249,44317,5585.5735
dispute,268,31877,
deposit,314,44319,9693.3087
withdrawal,111,44320,3078.8317
resolve,314,22096,
deposit,331,44322,5582.8231
deposit,297,44323,6196.3659
resolve,275,6821,
deposit,497,44326,4203.6622
withdrawal,254,44328,588.123
deposit,183,44329,9020.7461
withdrawal,498,44330,8753.2221
withdrawal,499,44331,4925.0483
deposit,194,44332,6369.6692
deposit,136,44333,5220.3774
withdrawal,176,44334,9449.6087
dispute,425,32139,
deposit,270,44337,431.2614
withdrawal,387,44338,3966.4695
withdrawal,392,44339,721.8456
deposit,441,44340,3761.2546
withdrawal,403,44341,9533.5599
withdrawal,171,44342,4241.6044
deposit,112,44343,8262.7843
withdrawal,24,44344,5676.8143
withdrawal,483,44345,6258.594
deposit,387,44347,6866.5227
deposit,131,44348,2203.3189
dispute,319,34923,
withdrawal,72,44350,5330.6633
withdrawal,248,44351,5434.7245
deposit,393,44352,9453.7447
withdrawal,344,44353,976.3482
deposit,128,44354,4839.6418
withdrawal,239,44355,9003.9842
withdrawal,410,44356,8745.2466
withdrawal,40,44357,9639.6383
deposit,316,44358,2213.9399
resolve,114,21746,
withdrawal,165,44360,5263.3828
resolve,436,28421,
withdrawal,50,44362,7517.6171
deposit,129,44363,7591.7718
dispute,35,43020,
withdrawal,172,44366,3704.6896
withdrawal,289,44368,6971.6746
deposit,487,44369,5022.3075
withdrawal,377,44370,849.8659
deposit,152,44371,2497.1626
deposit,110,44372,8910.3205
deposit,428,44373,5652.7884
chargeback,239,36338,
deposit,176,44376,314.3629
withdrawal,198,44377,1662.6439
withdrawal,15,44378,7749.7437
resolve,266,10215,
withdrawal,358,44380,8137.8485
dispute,125,21065,
dispute,374,2708,
deposit,374,44387,2573.2046
chargeback,284,31896,
resolve,139,42124,
deposit,252,44390,7156.4802
withdrawal,169,44391,8716.0806
deposit,482,44392,5962.2385
withdrawal,246,44393,7493.0991
deposit,491,44394,4545.8141
resolve,307,19402,
withdrawal,77,44397,362.121
deposit,215,44398,5222.176
dispute,194,14589,
withdrawal,102,44400,5766.1312
deposit,309,44401,1059.2652
withdrawal,238,44402,1236.9637
resolve,79,8583,
deposit,2,44404,9396.9448
withdrawal,324,44408,7573.9285
resolve,259,31578,
withdrawal,384,44410,5980.9707
deposit,240,44411,4548.2254
deposit,174,44412,605.061
withdrawal,255,44413,1439.4047
dispute,55,14149,
dispute,363,43691,
deposit,225,44416,2828.51
withdrawal,385,44417,6320.8035
deposit,112,44418,9037.545
withdrawal,171,44419,485.7036
dispute,465,14581,
withdrawal,356,44421,2339.1537
deposit,38,44422,8389.7009
deposit,280,44425,4749.4222
withdrawal,150,44426,8056.4353
deposit,415,44427,6339.2698
withdrawal,379,44428,3509.73
withdrawal,143,44429,2724.2954
withdrawal,476,44430,440.8177
resolve,426,10297,
deposit,179,44432,1954.3404
deposit,271,44433,2617.5561
deposit,130,44434,6755.3336
deposit,44,44435,7569.8952
withdrawal,490,44436,3316.0839
chargeback,315,29021,
dispute,461,19406,
deposit,315,44440,9127.0692
deposit,276,44441,2983.9786
deposit,124,44442,2891.2812
withdrawal,382,44443,1667.0425
withdrawal,271,44444,226.5186
deposit,95,44446,1854.8126
deposit,236,44447,7027.7727
deposit,100,44448,5035.9261
withdrawal,357,44449,5683.9784
withdrawal,248,44450,2874.8121
deposit,371,44451,3918.2288
resolve,313,35895,
deposit,495,44453,2330.5123
deposit,181,44454,2451.0712
deposit,289,44455,8081.1586
deposit,182,44456,6708.9766
deposit,333,44457,2304.8006
withdrawal,257,44458,1232.4781
withdrawal,448,44459,5735.4633
resolve,143,35248,
dispute,490,15888,
deposit,71,44464,7033.4343
withdrawal,417,44465,1092.2857
withdrawal,14,44466,3177.1269
deposit,184,44467,6058.3723
resolve,136,38217,
withdrawal,354,44469,8932.7235
resolve,133,14756,
withdrawal,308,44471,2422.6493
chargeback,407,28912,
deposit,109,44473,6106.9462
deposit,133,44474,2538.7286
chargeback,38,36884,
dispute,75,40357,
chargeback,342,16768,
deposit,425,44478,802.128
withdrawal,349,44479,3953.7978
dispute,239,42332,
